method,scenario,split_id,alpha,selected_margin,calibration_risk_stat,test_false_safe_rate_given_unsafe,test_false_safe_rate_among_accepted,test_accepted_coverage
empirical_no_finite_correction,exchangeable_retained_rc_wall,11,0.01,0.5,0.004893393918210416,0.0038979447200566974,0.002464709836432893,0.4259400648978813
empirical_no_finite_correction,exchangeable_retained_rc_wall,12,0.01,0.5,0.006329113924050633,0.0024656569214512153,0.0015473032714412025,0.4317617866004963
empirical_no_finite_correction,exchangeable_retained_rc_wall,13,0.01,0.5,0.0056002800140007,0.0031847133757961785,0.0020170327207530256,0.42584462683718266
empirical_no_finite_correction,exchangeable_retained_rc_wall,14,0.01,0.5,0.0038746037337090526,0.004922644163150493,0.003115264797507788,0.4288986447795381
empirical_no_finite_correction,exchangeable_retained_rc_wall,15,0.01,0.5,0.004189944134078212,0.0046115643845335225,0.0029082774049217002,0.42660813132277153
empirical_no_finite_correction,exchangeable_retained_rc_wall,16,0.01,0.5,0.0031601123595505617,0.005643738977072311,0.003573023671281822,0.42737163580836035
empirical_no_finite_correction,exchangeable_retained_rc_wall,17,0.01,0.5,0.0032177332856632105,0.005544005544005544,0.003590664272890485,0.425271998472991
empirical_no_finite_correction,exchangeable_retained_rc_wall,18,0.01,0.5,0.004311893639956881,0.004482758620689655,0.002959927140255009,0.4191639625882802
empirical_no_finite_correction,exchangeable_retained_rc_wall,19,0.01,0.5,0.00466786355475763,0.004140786749482402,0.0027112516945323093,0.4224088566520328
empirical_no_finite_correction,exchangeable_retained_rc_wall,20,0.01,0.5,0.0034904013961605585,0.00532292405961675,0.0033624747814391394,0.42574918877648404
empirical_no_finite_correction,exchangeable_retained_rc_wall,21,0.01,0.5,0.004919184820801124,0.0038773352132534366,0.0024769196126998424,0.42384042756251195
empirical_no_finite_correction,exchangeable_retained_rc_wall,22,0.01,0.5,0.0031914893617021275,0.005588543485853999,0.003612553623842854,0.42269517083412866
empirical_no_finite_correction,exchangeable_retained_rc_wall,23,0.01,0.5,0.004244782454899187,0.004551820728291317,0.002943840579710145,0.42145447604504677
empirical_no_finite_correction,exchangeable_retained_rc_wall,24,0.01,0.5,0.005610098176718092,0.0031790886612504416,0.0020247469066366703,0.42422217980530635
empirical_no_finite_correction,exchangeable_retained_rc_wall,25,0.01,0.5,0.0058925476603119585,0.0028591851322373124,0.0017933198834342075,0.42574918877648404
empirical_no_finite_correction,exchangeable_retained_rc_wall,26,0.01,0.5,0.0027942717429269995,0.006028368794326241,0.0038022813688212928,0.42670356938347015
empirical_no_finite_correction,exchangeable_retained_rc_wall,27,0.01,0.5,0.005313496280552604,0.0034965034965034965,0.002233638597274961,0.4272761977476618
empirical_no_finite_correction,exchangeable_retained_rc_wall,28,0.01,0.5,0.005702066999287242,0.0031282586027111575,0.002012522361359571,0.4267990074441687
empirical_no_finite_correction,exchangeable_retained_rc_wall,29,0.01,0.5,0.00495926319518243,0.0038461538461538464,0.0024630541871921183,0.42622637907997707
empirical_no_finite_correction,exchangeable_retained_rc_wall,30,0.01,0.5,0.0035174111853675696,0.00528169014084507,0.0033377837116154874,0.4288986447795381
empirical_no_finite_correction,exchangeable_retained_rc_wall,31,0.01,0.5,0.00526131182041389,0.0035310734463276836,0.0022222222222222222,0.42947127314372974
empirical_no_finite_correction,exchangeable_retained_rc_wall,32,0.01,0.5,0.0031982942430703624,0.0055768560474032764,0.003561887800534283,0.42870776865814086
empirical_no_finite_correction,exchangeable_retained_rc_wall,33,0.01,0.5,0.003858295334970186,0.0049435028248587575,0.003098030537729586,0.4312845962970032
empirical_no_finite_correction,exchangeable_retained_rc_wall,34,0.01,0.5,0.004232804232804233,0.004564606741573034,0.0029128388976025093,0.4259400648978813
empirical_no_finite_correction,exchangeable_retained_rc_wall,35,0.01,0.5,0.005338078291814947,0.003480682213713888,0.002242655303879794,0.42555831265508687
empirical_no_finite_correction,exchangeable_retained_rc_wall,36,0.01,0.5,0.004201680672268907,0.004598514326140785,0.0029174147217235187,0.425271998472991
empirical_no_finite_correction,exchangeable_retained_rc_wall,37,0.01,0.5,0.00532292405961675,0.0034904013961605585,0.0022281639928698753,0.42832601641534646
empirical_no_finite_correction,exchangeable_retained_rc_wall,38,0.01,0.5,0.005168849069607168,0.003595828838547285,0.0022222222222222222,0.42947127314372974
empirical_no_finite_correction,exchangeable_retained_rc_wall,39,0.01,0.5,0.0031523642732049035,0.005657708628005658,0.0035571365051133837,0.4292803970223325
empirical_no_finite_correction,exchangeable_retained_rc_wall,40,0.01,0.5,0.004528039010797631,0.004267425320056899,0.002719238613188307,0.4211681618629509
empirical_no_finite_correction,exchangeable_retained_rc_wall,41,0.01,0.5,0.005242922055225445,0.003543586109142452,0.0022168033695411215,0.4305210918114144
empirical_no_finite_correction,exchangeable_retained_rc_wall,42,0.01,0.5,0.004284184219921457,0.004510756419153366,0.002910230579807477,0.4263218171406757
empirical_no_finite_correction,exchangeable_retained_rc_wall,43,0.01,0.5,0.0038421236465246244,0.004964539007092199,0.0031362007168458782,0.4260355029585799
empirical_no_finite_correction,exchangeable_retained_rc_wall,44,0.01,0.5,0.0039229671897289585,0.004862799583188607,0.003143242029636282,0.42508112235159384
empirical_no_finite_correction,exchangeable_retained_rc_wall,45,0.01,0.5,0.004945249028611798,0.0038569424964936885,0.0024630541871921183,0.42622637907997707
empirical_no_finite_correction,exchangeable_retained_rc_wall,46,0.01,0.5,0.005263157894736842,0.0035298270384751147,0.002220248667850799,0.42985302538652415
empirical_no_finite_correction,exchangeable_retained_rc_wall,47,0.01,0.5,0.006269592476489028,0.0024893314366998577,0.001569506726457399,0.42565375071578543
empirical_no_finite_correction,exchangeable_retained_rc_wall,48,0.01,0.5,0.0035285815102328866,0.005265005265005265,0.0033738191632928477,0.42431761786600497
empirical_no_finite_correction,exchangeable_retained_rc_wall,49,0.01,0.5,0.004598514326140785,0.004201680672268907,0.002680366316729953,0.4272761977476618
empirical_no_finite_correction,domain_blocked_rc_wall_to_esm,0,0.01,0.5,0.004399084990322013,0.020833333333333332,0.020048115477145148,0.33931972789115644
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161026_0000095,0.01,0.75,0.0,,0.0,0.5102040816326531
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161030_0000029,0.01,0.75,0.0,0.0,0.0,0.008333333333333333
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000008,0.01,0.75,0.0,0.0,0.0,0.44541484716157204
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000222,0.01,0.75,0.0,0.0,0.0,0.02564102564102564
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19990920_174715,0.01,0.75,0.0,0.0,0.0,0.010050251256281407
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19991022_021856,0.01,0.75,0.0,,0.0,0.527027027027027
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0048,0.01,0.75,0.0,,0.0,0.05128205128205128
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0053,0.01,0.75,0.0,0.0,0.0,0.1791044776119403
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:IS-2008-0054,0.01,0.75,0.0,0.0,0.0,0.023809523809523808
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:TK-1999-0415,0.01,0.5,0.008,0.24,0.8571428571428571,0.25925925925925924
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:UZ-1976-0001,0.01,0.75,0.0,0.0,0.0,0.04838709677419355
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161026_0000095,0.01,0.75,0.0,,0.0,0.5102040816326531
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161030_0000029,0.01,0.75,0.0,0.0,0.0,0.0
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000008,0.01,0.75,0.0,0.0,0.0,0.4192139737991266
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000222,0.01,0.75,0.0,0.0,0.0,0.0
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19990920_174715,0.01,0.75,0.0,0.0,0.0,0.04020100502512563
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19991022_021856,0.01,0.75,0.0,,0.0,0.527027027027027
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0048,0.01,0.75,0.0,,0.0,0.05128205128205128
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0053,0.01,0.75,0.0,0.0,0.0,0.12686567164179105
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:IS-2008-0054,0.01,0.75,0.0,0.0,0.0,0.03571428571428571
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:TK-1999-0415,0.01,0.75,0.0,0.0,0.0,0.037037037037037035
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:UZ-1976-0001,0.01,0.75,0.0,0.0,0.0,0.016129032258064516
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161026_0000095,0.01,0.75,0.0,,0.0,0.5102040816326531
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161030_0000029,0.01,0.75,0.0,0.0,0.0,0.0
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000008,0.01,0.75,0.0,0.0,0.0,0.4759825327510917
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000222,0.01,0.75,0.0,0.0,0.0,0.02564102564102564
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19990920_174715,0.01,0.75,0.0,0.0,0.0,0.01507537688442211
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19991022_021856,0.01,0.75,0.0,,0.0,0.4864864864864865
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0048,0.01,0.75,0.0,,0.0,0.05128205128205128
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0053,0.01,0.5,0.005494505494505495,0.08333333333333333,0.047619047619047616,0.4701492537313433
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:IS-2008-0054,0.01,0.75,0.0,0.0,0.0,0.023809523809523808
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:TK-1999-0415,0.01,0.75,0.0,0.0,0.0,0.037037037037037035
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:UZ-1976-0001,0.01,0.75,0.0,0.0,0.0,0.0
empirical_no_finite_correction,exchangeable_retained_rc_wall,0,0.02,0.5,0.004579077139837971,0.004219409282700422,0.0026785714285714286,0.4275625119297576
empirical_no_finite_correction,exchangeable_retained_rc_wall,1,0.02,0.5,0.004330566582461205,0.004464285714285714,0.00296127562642369,0.41897308646688297
empirical_no_finite_correction,exchangeable_retained_rc_wall,2,0.02,0.5,0.0035398230088495575,0.005248425472358292,0.0033519553072625698,0.42708532162626456
empirical_no_finite_correction,exchangeable_retained_rc_wall,3,0.02,0.5,0.0024665257223396757,0.00632688927943761,0.0040577096483318306,0.4233632372590189
empirical_no_finite_correction,exchangeable_retained_rc_wall,4,0.02,0.5,0.005241090146750524,0.003544842254519674,0.002258355916892502,0.42259973277343005
empirical_no_finite_correction,exchangeable_retained_rc_wall,5,0.02,0.5,0.004555010511562719,0.0042417815482502655,0.0026726057906458797,0.42851689253674363
empirical_no_finite_correction,exchangeable_retained_rc_wall,6,0.02,0.5,0.0031926214969847464,0.00558659217877095,0.003592276605298608,0.42508112235159384
empirical_no_finite_correction,exchangeable_retained_rc_wall,7,0.02,0.5,0.004318100035984167,0.004476584022038568,0.0029525323642970703,0.42021378125596487
empirical_no_finite_correction,exchangeable_retained_rc_wall,8,0.02,0.5,0.0062959076600209865,0.002478753541076487,0.001580135440180587,0.4227906088948273
empirical_no_finite_correction,exchangeable_retained_rc_wall,9,0.02,0.5,0.004891684136967156,0.0038993264799716413,0.0024680278214045323,0.42536743653368964
empirical_no_finite_correction,exchangeable_retained_rc_wall,10,0.02,0.5,0.00489853044086774,0.0038938053097345134,0.0024713547517411817,0.424794808169498
empirical_no_finite_correction,exchangeable_retained_rc_wall,11,0.02,0.5,0.003851540616246499,0.004952246197382384,0.0031124944419742106,0.4292803970223325
empirical_no_finite_correction,exchangeable_retained_rc_wall,12,0.02,0.5,0.005219206680584551,0.00355998576005696,0.002230649118893598,0.42784882611185343
empirical_no_finite_correction,exchangeable_retained_rc_wall,13,0.02,0.5,0.0039034776437189495,0.004886561954624782,0.0031291908806437194,0.42698988356556594
empirical_no_finite_correction,exchangeable_retained_rc_wall,14,0.02,0.5,0.004545454545454545,0.004250797024442083,0.0026554547466253594,0.4312845962970032
empirical_no_finite_correction,exchangeable_retained_rc_wall,15,0.02,0.5,0.0057000356252226575,0.003129346314325452,0.002033438770899232,0.4224088566520328
empirical_no_finite_correction,exchangeable_retained_rc_wall,16,0.02,0.5,0.004234297812279464,0.004563004563004563,0.00296127562642369,0.41897308646688297
empirical_no_finite_correction,exchangeable_retained_rc_wall,17,0.02,0.5,0.00598380851812742,0.0028149190710767065,0.0017985611510791368,0.4245084939874022
empirical_no_finite_correction,exchangeable_retained_rc_wall,18,0.02,0.5,0.004647836968180193,0.004158004158004158,0.00272975432211101,0.4195457148310746
empirical_no_finite_correction,exchangeable_retained_rc_wall,19,0.02,0.5,0.005341880341880342,0.0034782608695652175,0.002240143369175627,0.4260355029585799
empirical_no_finite_correction,exchangeable_retained_rc_wall,20,0.02,0.5,0.005886426592797784,0.0028622540250447226,0.001777382803821373,0.42956671120442835
empirical_no_finite_correction,exchangeable_retained_rc_wall,21,0.02,0.5,0.004964539007092199,0.0038421236465246244,0.0024691358024691358,0.4251765604122924
empirical_no_finite_correction,exchangeable_retained_rc_wall,22,0.02,0.5,0.004521739130434782,0.004273504273504274,0.0026791694574681848,0.42746707386905897
empirical_no_finite_correction,exchangeable_retained_rc_wall,23,0.02,0.5,0.00562390158172232,0.003171247357293869,0.001993797075764289,0.4308074059935102
empirical_no_finite_correction,exchangeable_retained_rc_wall,24,0.02,0.5,0.00423728813559322,0.004559803577692038,0.0029187247418051188,0.42508112235159384
empirical_no_finite_correction,exchangeable_retained_rc_wall,25,0.02,0.5,0.005759539236861051,0.003098106712564544,0.002028397565922921,0.4234586753197175
empirical_no_finite_correction,exchangeable_retained_rc_wall,26,0.02,0.5,0.004501385041551247,0.004293381037567084,0.0026785714285714286,0.4275625119297576
empirical_no_finite_correction,exchangeable_retained_rc_wall,27,0.02,0.5,0.0034626038781163434,0.005366726296958855,0.003334815473543797,0.4292803970223325
empirical_no_finite_correction,exchangeable_retained_rc_wall,28,0.02,0.5,0.004219409282700422,0.004579077139837971,0.002910882221227049,0.42622637907997707
empirical_no_finite_correction,exchangeable_retained_rc_wall,29,0.02,0.5,0.0035323207347227126,0.005259467040673212,0.0033193184332816995,0.4312845962970032
empirical_no_finite_correction,exchangeable_retained_rc_wall,30,0.02,0.5,0.0042765502494654314,0.0045185957594716716,0.002967359050445104,0.41811414392059554
empirical_no_finite_correction,exchangeable_retained_rc_wall,31,0.02,0.5,0.005250262513125656,0.003538570417551309,0.0022512381809995496,0.42393586562321056
empirical_no_finite_correction,exchangeable_retained_rc_wall,32,0.02,0.5,0.0038501925096254812,0.004953998584571833,0.0031446540880503146,0.4248902462301966
empirical_no_finite_correction,exchangeable_retained_rc_wall,33,0.02,0.5,0.004896817068905212,0.003895184135977337,0.002449343130705856,0.42861233059744225
empirical_no_finite_correction,exchangeable_retained_rc_wall,34,0.02,0.5,0.0038800705467372134,0.0049157303370786515,0.003141126318151223,0.42536743653368964
empirical_no_finite_correction,exchangeable_retained_rc_wall,35,0.02,0.5,0.0038773352132534366,0.004919184820801124,0.0031284916201117317,0.42708532162626456
empirical_no_finite_correction,exchangeable_retained_rc_wall,36,0.02,0.5,0.003197158081705151,0.005578800557880056,0.003598740440845704,0.42431761786600497
empirical_no_finite_correction,exchangeable_retained_rc_wall,37,0.02,0.5,0.004243281471004243,0.004553415061295972,0.002881844380403458,0.4305210918114144
empirical_no_finite_correction,exchangeable_retained_rc_wall,38,0.02,0.5,0.004311893639956881,0.004482758620689655,0.002934537246049661,0.4227906088948273
empirical_no_finite_correction,exchangeable_retained_rc_wall,39,0.02,0.5,0.00455820476858345,0.0042387848816672555,0.0026845637583892616,0.42660813132277153
empirical_no_finite_correction,exchangeable_retained_rc_wall,40,0.02,0.5,0.004246284501061571,0.004550227511375569,0.00289081609962197,0.4291849589616339
empirical_no_finite_correction,exchangeable_retained_rc_wall,41,0.02,0.5,0.0028011204481792717,0.006013441811107181,0.0037660611431103233,0.4308074059935102
empirical_no_finite_correction,exchangeable_retained_rc_wall,42,0.02,0.5,0.0035398230088495575,0.005248425472358292,0.003393665158371041,0.4218362282878412
empirical_no_finite_correction,exchangeable_retained_rc_wall,43,0.02,0.5,0.005208333333333333,0.0035676061362825543,0.0022026431718061676,0.433288795571674
empirical_no_finite_correction,exchangeable_retained_rc_wall,44,0.02,0.5,0.0038732394366197184,0.004924375659514597,0.003125697700379549,0.42746707386905897
empirical_no_finite_correction,exchangeable_retained_rc_wall,45,0.02,0.5,0.0034770514603616135,0.005343783398646241,0.00332667997338656,0.43033021569001717
empirical_no_finite_correction,exchangeable_retained_rc_wall,46,0.02,0.5,0.004531195538515162,0.0042643923240938165,0.0026708212775428445,0.4288032067188395
empirical_no_finite_correction,exchangeable_retained_rc_wall,47,0.02,0.5,0.0038979447200566974,0.004893393918210416,0.0031035247173575703,0.4305210918114144
empirical_no_finite_correction,exchangeable_retained_rc_wall,48,0.02,0.5,0.003861003861003861,0.004940014114326041,0.003125,0.4275625119297576
empirical_no_finite_correction,exchangeable_retained_rc_wall,49,0.02,0.5,0.004185559818625741,0.004616477272727273,0.002878653675819309,0.4309982821149074
empirical_no_finite_correction,domain_blocked_rc_wall_to_esm,0,0.02,0.5,0.004399084990322013,0.020833333333333332,0.020048115477145148,0.33931972789115644
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161026_0000095,0.02,0.75,0.0,,0.0,0.5102040816326531
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:EMSC-20161030_0000029,0.02,0.75,0.0,0.0,0.0,0.008333333333333333
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000008,0.02,0.75,0.0,0.0,0.0,0.44541484716157204
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-20230206_0000222,0.02,0.75,0.0,0.0,0.0,0.02564102564102564
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19990920_174715,0.02,0.75,0.0,0.0,0.0,0.010050251256281407
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:INT-UT19991022_021856,0.02,0.75,0.0,,0.0,0.527027027027027
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0048,0.02,0.75,0.0,,0.0,0.05128205128205128
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:IS-2000-0053,0.02,0.5,0.019230769230769232,0.05555555555555555,0.03278688524590164,0.4552238805970149
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:IS-2008-0054,0.02,0.75,0.0,0.0,0.0,0.023809523809523808
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:TK-1999-0415,0.02,0.5,0.008,0.24,0.8571428571428571,0.25925925925925924
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed0:esm:UZ-1976-0001,0.02,0.75,0.0,0.0,0.0,0.04838709677419355
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161026_0000095,0.02,0.75,0.0,,0.0,0.5102040816326531
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:EMSC-20161030_0000029,0.02,0.75,0.0,0.0,0.0,0.0
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000008,0.02,0.75,0.0,0.0,0.0,0.4192139737991266
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-20230206_0000222,0.02,0.75,0.0,0.0,0.0,0.0
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19990920_174715,0.02,0.75,0.0,0.0,0.0,0.04020100502512563
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:INT-UT19991022_021856,0.02,0.75,0.0,,0.0,0.527027027027027
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0048,0.02,0.75,0.0,,0.0,0.05128205128205128
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:IS-2000-0053,0.02,0.75,0.0,0.0,0.0,0.12686567164179105
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:IS-2008-0054,0.02,0.75,0.0,0.0,0.0,0.03571428571428571
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:TK-1999-0415,0.02,0.5,0.013333333333333334,0.24,0.8571428571428571,0.25925925925925924
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed1:esm:UZ-1976-0001,0.02,0.75,0.0,0.0,0.0,0.016129032258064516
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161026_0000095,0.02,0.5,0.0125,,0.0,0.5510204081632653
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:EMSC-20161030_0000029,0.02,0.5,0.011461318051575931,0.0196078431372549,0.05,0.08333333333333333
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000008,0.02,0.5,0.01524390243902439,0.0,0.0,0.537117903930131
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-20230206_0000222,0.02,0.5,0.013333333333333334,0.0,0.0,0.20512820512820512
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19990920_174715,0.02,0.5,0.01968503937007874,0.0,0.0,0.08040201005025126
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:INT-UT19991022_021856,0.02,0.5,0.0125,,0.0,0.918918918918919
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0048,0.02,0.5,0.0125,,0.0,0.5128205128205128
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:IS-2000-0053,0.02,0.5,0.005494505494505495,0.08333333333333333,0.047619047619047616,0.4701492537313433
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:IS-2008-0054,0.02,0.5,0.01256281407035176,0.0,0.0,0.32142857142857145
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:TK-1999-0415,0.02,0.5,0.010666666666666666,0.04,0.5,0.07407407407407407
empirical_no_finite_correction,event_blocked_esm_leave_one_event,seed2:esm:UZ-1976-0001,0.02,0.5,0.014005602240896359,0.0,0.0,0.11290322580645161
empirical_no_finite_correction,exchangeable_retained_rc_wall,0,0.05,0.5,0.005542085209560097,0.003218884120171674,0.0020049008687903764,0.42842145447604507
empirical_no_finite_correction,exchangeable_retained_rc_wall,1,0.05,0.25,0.04674868189806678,0.05003523608174771,0.02310069952822515,0.5866577591143348
empirical_no_finite_correction,exchangeable_retained_rc_wall,2,0.05,0.25,0.04411764705882353,0.052706048814998234,0.024231582371117256,0.586848635235732
empirical_no_finite_correction,exchangeable_retained_rc_wall,3,0.05,0.25,0.04555010511562719,0.0512548603746907,0.02379389563505087,0.5815995418973087
empirical_no_finite_correction,exchangeable_retained_rc_wall,4,0.05,0.5,0.005610098176718092,0.0031790886612504416,0.0019995556542990447,0.42956671120442835
empirical_no_finite_correction,exchangeable_retained_rc_wall,5,0.05,0.25,0.049276361130255,0.04746494066882417,0.02133850630455868,0.5903798434815805
empirical_no_finite_correction,exchangeable_retained_rc_wall,6,0.05,0.25,0.04904051172707889,0.04775182990589055,0.022700911350455676,0.5759686963160908
