distribution,pga_g,comparable_scale
local_P695_scaled_analysis_farfield_only,0.1469132,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2459303,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.241001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2082095,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.496352,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2513745,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0765926,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.12296515,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1801786,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0909945,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.15515255,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.38851679999999994,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.07417059999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.11786914999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2078915,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.178938,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2459303,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.06236745,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.15377005,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.036720449999999995,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.19797749999999997,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1702631,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.19212445,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0734566,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.269794,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.38542,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0734566,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.15515255,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.38542,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1224015,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.377425,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.05266785,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1683845,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.12423075,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.036720449999999995,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.514562,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.130655,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1423056,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.37706175,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.7858324999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.351329,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.514796,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.886586,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2560095,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.351119,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5269935,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.496352,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.715752,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.628666,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.3672045,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.357876,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.35663849999999997,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1508247,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.28306875,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2560095,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26558,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.822429,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.363978,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.37706175,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2513745,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.024038,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.254669,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.7070624999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0629628,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.363978,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.09429989999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.18588,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.005498,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.78393,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1053987,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26620875,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.832838,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.56565,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.38401425,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.11562599999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.41626799999999997,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.4112145,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.502749,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.2336435,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5459670000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5661375,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26558,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.10736280000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1053987,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.35663849999999997,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.282825,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.04497,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.158937,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.0913715000000002,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.31231425,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.105958,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0870895,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.514796,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.17831924999999998,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1446006,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.502749,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.2050049999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.19271,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.416419,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.516457,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.386097,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.151528,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.909945,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.0394575000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.6120075,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.9435625000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.992704,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.8325359999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.6590145,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.273345,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26333925,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.496352,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.7445280000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.516457,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.045458399999999996,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.7115279999999999,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.9174150000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.2568725,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.27298350000000005,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.1053987,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.8873625,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.348358,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.3615015,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.38200349999999994,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.363978,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.18588,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.13389779999999998,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.391965,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.30753074999999996,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.644858,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.243233,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.243233,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,1.032914,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.536814,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.164127,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.7445280000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26333925,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.8233905000000001,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.26131,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.6246285,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.75073,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.244803,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.277512,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.410041,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.423832,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.0522537,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.4112145,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.3648495,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.2050205,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.38734275000000007,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.07495,scaled analysis input PGA
local_P695_scaled_analysis_farfield_only,0.5661375,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.4271475672721863,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.2489806413650513,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.361138552427292,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7864243388175964,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2355581074953079,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.3429824113845825,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.3230226933956146,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.3429824113845825,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.6235203742980957,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.6460453867912292,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.931195378303528,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.1878412663936615,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.9262602925300598,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.873470962047577,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.6019338816404343,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.4271475672721863,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.4624474048614502,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.4757938086986542,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.1752790212631226,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.9690810441970824,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7843933701515198,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.1422049254179,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.2873967587947843,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.652110680937767,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.4271475672721863,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.0714531391859054,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.177728056907654,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.4827988445758819,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.0968355536460876,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2143594175577163,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.3816887438297272,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.448396533727646,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.3629546761512756,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.6180983781814575,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.722277104854584,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.9031752347946167,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.4271475672721863,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.9437147378921508,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.233171433210373,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.828069508075714,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.722277104854584,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.7077860534191132,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.6728709936141968,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7843933701515198,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.9376637041568756,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.7250930070877075,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2992251515388489,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.873470962047577,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2006446272134781,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.8221142888069153,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.0810490548610687,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.5123870372772217,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.4045245945453644,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.2470407485961914,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2771497964859009,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.3656118512153625,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.3382914066314695,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.8090491890907288,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7165290117263794,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2143594175577163,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.1071797087788581,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.2920907735824585,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.8042503595352173,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.6085007190704346,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.1422049254179,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.8086495995521545,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7953509092330933,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7864243388175964,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.8921966850757599,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.9437147378921508,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2355581074953079,scaled analysis input PGA
ESM_scaled_holdout_analysis,3.07432222366333,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.4155721068382263,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.0037185549736023,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.304221361875534,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.4995265007019043,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.7250930070877075,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.2399697005748748,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.0037185549736023,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.1422049254179,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.5325211882591248,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.1473098993301392,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.361138552427292,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.4757938086986542,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.3429824113845825,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.896793067455292,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.9690810441970824,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.1473098993301392,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.854762852191925,scaled analysis input PGA
ESM_scaled_holdout_analysis,2.90037202835083,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7165290117263794,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.6728709936141968,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.5984503030776978,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.0289472341537476,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.8753274083137512,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.072333812713623,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.4347404539585113,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.685964822769165,scaled analysis input PGA
ESM_scaled_holdout_analysis,1.7165290117263794,scaled analysis input PGA
ESM_scaled_holdout_analysis,0.969068080186844,scaled analysis input PGA
ESM_raw_record_package,0.8090491890907288,raw record PGA
ESM_raw_record_package,0.8582645058631897,raw record PGA
ESM_raw_record_package,0.6244903206825256,raw record PGA
ESM_raw_record_package,0.965597689151764,raw record PGA
ESM_raw_record_package,1.0247740745544434,raw record PGA
ESM_raw_record_package,0.7633774876594543,raw record PGA
ESM_raw_record_package,1.0007054805755615,raw record PGA
ESM_raw_record_package,0.6242628693580627,raw record PGA
ESM_raw_record_package,0.6460453867912292,raw record PGA
ESM_raw_record_package,0.8086495995521545,raw record PGA
ESM_raw_record_package,0.7600213885307312,raw record PGA
ESM_raw_record_package,0.9074257016181946,raw record PGA
ESM_raw_record_package,0.7872035503387451,raw record PGA
ESM_raw_record_package,0.6215910911560059,raw record PGA
ESM_raw_record_package,0.942689836025238,raw record PGA
ESM_raw_record_package,0.6175068616867065,raw record PGA
ESM_raw_record_package,0.7206993699073792,raw record PGA
ESM_raw_record_package,0.685964822769165,raw record PGA
ESM_raw_record_package,0.8221142888069153,raw record PGA
ESM_raw_record_package,0.7506189346313477,raw record PGA
ESM_raw_record_package,0.8181665539741516,raw record PGA
ESM_raw_record_package,0.4549253582954407,raw record PGA
ESM_raw_record_package,0.7648732662200928,raw record PGA
ESM_raw_record_package,0.8364354968070984,raw record PGA
ESM_raw_record_package,0.7497632503509521,raw record PGA
ESM_raw_record_package,0.4012892544269562,raw record PGA
ESM_raw_record_package,0.5984503030776978,raw record PGA
ESM_raw_record_package,0.7312237024307251,raw record PGA
ESM_raw_record_package,0.7259093523025513,raw record PGA
ESM_raw_record_package,0.5947977900505066,raw record PGA
ESM_raw_record_package,0.4631341397762298,raw record PGA
ESM_raw_record_package,0.5361669063568115,raw record PGA
ESM_raw_record_package,0.4347404539585113,raw record PGA
ESM_raw_record_package,0.7022169828414917,raw record PGA
ESM_raw_record_package,0.5325211882591248,raw record PGA
ESM_raw_record_package,0.6460540294647217,raw record PGA
ESM_raw_record_package,0.6691457033157349,raw record PGA
ESM_raw_record_package,0.4718573689460754,raw record PGA
ESM_raw_record_package,0.6251091361045837,raw record PGA
ESM_raw_record_package,0.5542995929718018,raw record PGA
ESM_raw_record_package,0.6235203742980957,raw record PGA
ESM_raw_record_package,0.4799394011497497,raw record PGA
ESM_raw_record_package,0.5954747796058655,raw record PGA
ESM_raw_record_package,0.375682532787323,raw record PGA
ESM_raw_record_package,0.3551104366779327,raw record PGA
ESM_raw_record_package,0.5134223699569702,raw record PGA
ESM_raw_record_package,0.293127566576004,raw record PGA
ESM_raw_record_package,0.5205519199371338,raw record PGA
